Ticker,Total Trades,Profitable Trades,Losing Trades,Total Profit/Loss,Profit Percentage,Buy Prices,Sell Prices
PGHL,2,1,1,61100,61.1,"424.75, 634.2999877929688","301.8999938964844, 2121.699951171875"
PGIL,4,2,2,141859,141.86,"29.075000762939453, 110.2750015258789, 75.19999694824219, 62.67499923706055","87.4749984741211, 82.25, 56.29999923706055, 262.125"
PHOENIXLTD,3,2,1,139672,139.67,"75.94999694824219, 67.8499984741211, 614.5499877929688","54.95000076293945, 212.85000610351562, 2371.050048828125"
PIDILITIND,2,2,0,128007,128.01,"48.92499923706055, 673.5","153.85000610351562, 2090.550048828125"
PIGL,3,1,2,102872,102.87,"8.050000190734863, 67.4000015258789, 51.0","40.0, 41.599998474121094, 38.0"
PIIND,0,0,0,0,0.0,,
PILANIINVS,1,1,0,67958,67.96,814.2857055664062,2648.85009765625
PILITA,6,1,5,4521,4.52,"2.549999952316284, 2.0, 1.087499976158142, 8.350000381469727, 5.949999809265137, 8.800000190734863","1.649999976158142, 0.7749999761581421, 3.2874999046325684, 6.199999809265137, 3.0999999046325684, 6.150000095367432"
PIONEEREMB,7,1,6,13215,13.22,"165.0, 12.449999809265137, 8.75, 6.199999809265137, 47.79999923706055, 26.75, 48.0","104.94999694824219, 9.050000190734863, 6.550000190734863, 19.549999237060547, 35.54999923706055, 19.950000762939453, 34.0"
PITTIENG,5,4,1,246103,246.1,"13.175000190734863, 18.75, 34.75, 42.75, 31.350000381469727","41.04999923706055, 56.25, 106.44999694824219, 21.149999618530273, 101.0"
PIXTRANS,0,0,0,0,0.0,,
PKTEA,3,0,3,-34357,-34.36,"300.0, 171.39999389648438, 125.0","188.6999969482422, 123.0, 68.5"
PLASTIBLEN,3,1,2,38900,38.9,"42.625, 35.0, 198.0","26.5, 105.0250015258789, 112.30000305175781"
PLAZACABLE,0,0,0,0,0.0,,
PNB,6,1,5,23893,23.89,"94.29000091552734, 224.77999877929688, 168.05999755859375, 105.9000015258789, 88.1500015258789, 34.75","67.5199966430664, 156.16000366210938, 114.0199966430664, 76.1500015258789, 59.70000076293945, 114.4000015258789"
PNBGILTS,2,2,0,134328,134.33,"15.63753890991211, 31.600000381469727","53.349998474121094, 97.0999984741211"
PNBHOUSING,1,1,0,69175,69.17,171.90127563476562,566.0194091796875
PNC,4,0,4,-36363,-36.36,"54.95000076293945, 53.900001525878906, 17.850000381469727, 9.949999809265137","39.349998474121094, 36.75, 11.699999809265137, 7.449999809265137"
PNCINFRA,2,1,1,53662,53.66,"166.6999969482422, 143.14999389648438","94.0, 457.6000061035156"
POCL,1,0,1,-9081,-9.08,31.200000762939453,21.75
PODDARHOUS,2,0,2,-19866,-19.87,"204.85000610351562, 178.14999389648438","146.64999389648438, 101.69999694824219"
PODDARMENT,0,0,0,0,0.0,,
POKARNA,3,1,2,45558,45.56,"227.1999969482422, 84.8499984741211, 539.25","153.75, 263.3500061035156, 383.54998779296875"
POLICYBZR,0,0,0,0,0.0,,
POLYCAB,1,1,0,60652,60.65,789.2999877929688,2389.0
POLYMED,2,0,2,-19270,-19.27,"199.39999389648438, 242.25","126.7750015258789, 175.0"
POLYPLEX,3,2,1,170793,170.79,"54.07500076293945, 132.5, 576.75","256.0, 419.5, 430.6499938964844"
PONNIERODE,3,1,2,48273,48.27,"38.75, 98.19999694824219, 170.0","23.350000381469727, 305.1499938964844, 121.0"
POONAWALLA,2,1,1,97934,97.93,"65.94999694824219, 27.100000381469727","43.5, 117.9000015258789"
POWERGRID,1,1,0,60755,60.75,46.77188491821289,142.4250030517578
POWERINDIA,0,0,0,0,0.0,,
POWERMECH,3,1,2,39637,39.64,"919.7000122070312, 738.1500244140625, 454.1499938964844","677.3499755859375, 323.75, 1409.6500244140625"
PPAP,5,2,3,101677,101.68,"34.79999923706055, 46.0, 34.0, 192.10000610351562, 211.8000030517578","105.1500015258789, 33.0, 107.94999694824219, 141.6999969482422, 157.0"
PPL,1,1,0,70345,70.35,54.5,182.9499969482422
PPLPHARMA,0,0,0,0,0.0,,
PRAENG,3,0,3,-29647,-29.65,"17.200000762939453, 7.949999809265137, 7.400000095367432","12.199999809265137, 5.449999809265137, 4.699999809265137"
PRAJIND,3,1,2,39261,39.26,"64.4000015258789, 112.8499984741211, 63.20000076293945","45.95000076293945, 55.04999923706055, 194.85000610351562"
PRAKASH,4,3,1,184146,184.15,"55.37141418457031, 42.220703125, 25.868833541870117, 35.099998474121094","173.59803771972656, 28.896957397460938, 78.08235168457031, 114.80000305175781"
PRAKASHSTL,5,1,4,97983,97.98,"14.835000038146973, 14.925000190734863, 0.30000001192092896, 1.0, 5.900000095367432","10.375, 8.835000038146973, 0.20000000298023224, 5.349999904632568, 4.25"
PRAXIS,2,1,1,66704,66.7,"37.05250549316406, 14.974020957946777","20.132953643798828, 57.2015495300293"
PRECAM,3,0,3,-29415,-29.42,"147.10000610351562, 42.79999923706055, 130.8000030517578","109.94999694824219, 24.799999237060547, 93.75"
PRECOT,3,1,2,53848,53.85,"59.0, 49.25, 23.850000381469727","37.25, 32.650001525878906, 84.9000015258789"
PRECWIRE,4,2,2,116821,116.82,"11.273332595825195, 2.0266659259796143, 21.860000610351562, 13.34666633605957","8.25, 6.28000020980835, 9.10666561126709, 48.133331298828125"
PREMEXPLN,3,1,2,41977,41.98,"365.3999938964844, 175.3000030517578, 104.4000015258789","253.0, 114.80000305175781, 313.29998779296875"
PREMIERPOL,1,1,0,76356,76.36,11.0,36.45000076293945
PRESTIGE,3,2,1,116974,116.97,"146.5500030517578, 104.69999694824219, 209.60000610351562","98.0999984741211, 330.6000061035156, 644.1500244140625"
PRICOLLTD,4,2,2,106358,106.36,"32.98120880126953, 7.111849784851074, 17.2017879486084, 32.71451187133789","22.135635375976562, 21.602245330810547, 12.80133056640625, 99.3499984741211"
PRIMESECU,4,2,2,145008,145.01,"16.899999618530273, 16.399999618530273, 3.299999952316284, 45.70000076293945","11.449999809265137, 11.600000381469727, 13.399999618530273, 141.89999389648438"
PRINCEPIPE,1,1,0,81304,81.3,108.8499984741211,401.75
PRITI,1,1,0,65690,65.69,24.75,75.30000305175781
PRITIKAUTO,0,0,0,0,0.0,,
PRIVISCL,0,0,0,0,0.0,,
PROZONER,1,0,1,-10545,-10.55,21.049999237060547,14.199999809265137
PRSMJOHNSN,3,2,1,114965,114.97,"18.399999618530273, 95.6500015258789, 46.54999923706055","56.54999923706055, 68.30000305175781, 140.5"
PRUDENT,0,0,0,0,0.0,,
PRUDMOULI,0,0,0,0,0.0,,
PSB,2,1,1,61086,61.09,"32.70000076293945, 13.899999618530273","23.049999237060547, 46.400001525878906"
PSPPROJECT,0,0,0,0,0.0,,
PTC,4,1,3,43704,43.7,"57.04999923706055, 59.70000076293945, 64.75, 48.5","38.849998474121094, 44.650001525878906, 38.75, 163.9499969482422"
PTCIL,0,0,0,0,0.0,,
PTL,2,1,1,66358,66.36,"4.275000095367432, 23.350000381469727","14.850000381469727, 16.825000762939453"
PUNJABCHEM,5,2,3,114163,114.16,"143.9499969482422, 96.25, 36.79999923706055, 156.89999389648438, 1325.5","104.25, 71.3499984741211, 127.94999694824219, 482.5, 961.3499755859375"
PURVA,2,0,2,-21676,-21.68,"69.55000305175781, 64.3499984741211","50.900001525878906, 35.349998474121094"
PVP,4,2,2,157381,157.38,"13.25, 15.800000190734863, 5.699999809265137, 5.150000095367432","52.349998474121094, 9.550000190734863, 4.150000095367432, 20.100000381469727"
PVRINOX,0,0,0,0,0.0,,
PYRAMID,0,0,0,0,0.0,,
QUESS,2,0,2,-30048,-30.05,"746.75, 518.7999877929688","438.75, 213.14999389648438"
QUICKHEAL,3,1,2,47985,47.98,"225.60000610351562, 207.5500030517578, 159.39999389648438","167.75, 145.60000610351562, 503.79998779296875"
RACE,0,0,0,0,0.0,,
RADAAN,2,1,1,72286,72.29,"0.75, 1.75","2.6500000953674316, 1.2999999523162842"
RADHIKAJWE,0,0,0,0,0.0,,
RADIANTCMS,0,0,0,0,0.0,,
RADICO,3,1,2,42522,42.52,"171.39999389648438, 71.1500015258789, 415.29998779296875","109.30000305175781, 219.25, 298.04998779296875"
RADIOCITY,1,0,1,-9818,-9.82,16.799999237060547,11.449999809265137
RAILTEL,1,1,0,64639,64.64,108.4000015258789,338.0
RAIN,4,1,3,26529,26.53,"39.40999984741211, 16.170000076293945, 43.79999923706055, 95.80000305175781","23.260000228881836, 49.150001525878906, 30.0, 55.849998474121094"
RAINBOW,0,0,0,0,0.0,,
RAJESHEXPO,4,3,1,233333,233.33,"34.916664123535156, 26.950000762939453, 100.4000015258789, 498.25","155.00833129882812, 89.1500015258789, 326.54998779296875, 353.1000061035156"
RAJMET,0,0,0,0,0.0,,
RAJRATAN,1,0,1,-8352,-8.35,769.7999877929688,525.3499755859375
RAJRILTD,3,1,2,62687,62.69,"67.0, 55.0, 9.050000190734863","45.0, 40.0, 33.54999923706055"
RAJSREESUG,4,1,3,51097,51.1,"60.849998474121094, 38.349998474121094, 26.649999618530273, 16.0","40.599998474121094, 25.0, 18.899999618530273, 59.650001525878906"
RAJTV,3,1,2,58949,58.95,"54.462501525878906, 10.887499809265137, 52.775001525878906","33.76250076293945, 38.17499923706055, 38.5"
RALLIS,2,1,1,53478,53.48,"27.516666412353516, 209.3000030517578","84.96333312988281, 150.6999969482422"
RAMANEWS,6,0,6,-54608,-54.61,"13.300000190734863, 40.45000076293945, 31.549999237060547, 16.5, 24.850000381469727, 16.899999618530273","9.350000381469727, 29.0, 22.950000762939453, 11.75, 16.450000762939453, 11.5"
RAMAPHO,0,0,0,0,0.0,,
RAMASTEEL,3,0,3,-32028,-32.03,"1.3666659593582153, 0.6866660118103027, 0.4659999907016754","0.7940000295639038, 0.46333301067352295, 0.34200000762939453"
RAMCOCEM,2,2,0,136134,136.13,"71.44999694824219, 178.35000610351562","245.89999389648438, 553.6500244140625"
RAMCOIND,6,2,4,89463,89.46,"71.19750213623047, 44.26250076293945, 38.38249969482422, 22.850000381469727, 44.5, 37.599998474121094","52.0724983215332, 32.342498779296875, 21.049999237060547, 69.6500015258789, 31.700000762939453, 116.94999694824219"
RAMCOSYS,5,2,3,137326,137.33,"184.813720703125, 51.006107330322266, 431.8500061035156, 110.1500015258789, 472.8999938964844","121.07991790771484, 182.19190979003906, 319.6499938964844, 424.5, 301.29998779296875"
RAMKY,3,1,2,43162,43.16,"44.79999923706055, 155.75, 195.14999389648438","33.099998474121094, 98.44999694824219, 601.25"
RAMRAT,0,0,0,0,0.0,,
RANASUG,7,2,5,209505,209.51,"32.5, 18.549999237060547, 10.050000190734863, 2.3499999046325684, 3.9000000953674316, 3.200000047683716, 26.649999618530273","23.850000381469727, 13.75, 6.599999904632568, 16.399999618530273, 2.75, 9.649999618530273, 19.399999618530273"
RANEENGINE,4,2,2,124840,124.84,"53.650001525878906, 110.94999694824219, 343.79998779296875, 280.3500061035156","186.5, 364.6000061035156, 234.85000610351562, 205.0"
RANEHOLDIN,4,3,1,201517,201.52,"172.89999389648438, 57.400001525878906, 177.0, 428.70001220703125","124.9000015258789, 213.6999969482422, 566.0, 1295.300048828125"
RATEGAIN,0,0,0,0,0.0,,
RATNAMANI,2,2,0,143312,143.31,"32.43333435058594, 324.73333740234375","100.03333282470703, 1126.3333740234375"
RATNAVEER,0,0,0,0,0.0,,
RAYMOND,6,3,3,198205,198.2,"431.5, 107.75, 87.25, 228.3000030517578, 809.5, 277.54998779296875","310.1000061035156, 77.69999694824219, 361.79998779296875, 743.7000122070312, 569.75, 854.6500244140625"
RBA,0,0,0,0,0.0,,
RBL,1,1,0,77478,77.48,323.0,1166.050048828125
RBLBANK,3,0,3,-38514,-38.51,"530.5499877929688, 374.1499938964844, 173.5","327.20001220703125, 135.5, 127.1500015258789"
RBZJEWEL,0,0,0,0,0.0,,
RCF,3,0,3,-30567,-30.57,"42.0, 66.30000305175781, 45.45000076293945","26.049999237060547, 47.400001525878906, 28.350000381469727"
RECLTD,2,1,1,51769,51.77,"86.13749694824219, 66.9000015258789","58.462501525878906, 202.9499969482422"
REDINGTON,1,1,0,63757,63.76,13.4350004196167,42.0
REDTAPE,0,0,0,0,0.0,,
REFEX,3,2,1,155349,155.35,"0.6198940277099609, 0.8717269897460938, 1.8693699836730957","0.44554901123046875, 3.351306915283203, 6.4604668617248535"
REGENCERAM,5,2,3,179715,179.71,"7.199999809265137, 3.950000047683716, 2.950000047683716, 8.25, 1.100000023841858","5.150000095367432, 2.799999952316284, 9.300000190734863, 5.699999809265137, 6.050000190734863"
RELAXO,2,2,0,132125,132.13,"32.5, 243.60000610351562","108.8125, 737.1500244140625"
RELCHEMQ,0,0,0,0,0.0,,
RELIANCE,2,1,1,58520,58.52,"597.6307373046875, 339.94891357421875","445.588623046875, 1084.3985595703125"
RELIGARE,3,1,2,42639,42.64,"60.400001525878906, 29.399999618530273, 41.349998474121094","43.20000076293945, 19.049999237060547, 126.5"
RELINFRA,3,1,2,69360,69.36,"632.2999877929688, 433.6499938964844, 22.25","453.5, 300.20001220703125, 88.0"
REMSONSIND,3,1,2,49270,49.27,"24.049999237060547, 18.850000381469727, 11.699999809265137","17.799999237060547, 14.0, 36.5"
RENUKA,7,2,5,80977,80.98,"23.372499465942383, 67.8499984741211, 38.04999923706055, 19.100000381469727, 11.449999809265137, 8.100000381469727, 11.149999618530273","70.42500305175781, 30.299999237060547, 26.350000381469727, 12.850000381469727, 7.849999904632568, 4.650000095367432, 39.349998474121094"
REPCOHOME,2,1,1,67476,67.48,"638.9500122070312, 146.3000030517578","430.3999938964844, 520.2000122070312"
REPL,3,1,2,63297,63.3,"41.900001525878906, 30.5, 180.39999389648438","25.0, 113.5, 135.0"
REPRO,6,2,4,87295,87.3,"232.6999969482422, 133.0, 69.0, 192.1999969482422, 161.3000030517578, 454.20001220703125","163.64999389648438, 89.30000305175781, 220.0500030517578, 124.55000305175781, 498.70001220703125, 327.1000061035156"
RESPONIND,2,0,2,-27086,-27.09,"97.0, 83.44999694824219","70.0, 44.400001525878906"
RGL,1,1,0,66375,66.38,44.689998626708984,143.27999877929688
RHFL,1,0,1,-8124,-8.12,2.4000000953674316,1.7999999523162842
RHIM,3,2,1,136003,136.0,"84.0, 238.60000610351562, 175.25","275.5, 178.8000030517578, 612.9500122070312"
RHL,0,0,0,0,0.0,,
RICOAUTO,2,1,1,50400,50.4,"39.099998474121094, 32.45000076293945","19.899999618530273, 102.4000015258789"
RIIL,7,1,6,109147,109.15,"468.1499938964844, 1547.6500244140625, 724.25, 436.5, 386.6000061035156, 385.54998779296875, 326.29998779296875","2918.75, 805.6500244140625, 536.0999755859375, 311.25, 289.70001220703125, 272.3999938964844, 238.0"
RISHABH,0,0,0,0,0.0,,
RITCO,0,0,0,0,0.0,,
RITES,1,1,0,78434,78.43,207.9600067138672,743.25
RKDL,2,0,2,-16829,-16.83,"15.75, 8.850000381469727","11.399999618530273, 6.300000190734863"
RKEC,1,0,1,-9555,-9.55,99.75,69.0
RKFORGE,7,3,4,170149,170.15,"19.209999084472656, 7.239999771118164, 22.229999542236328, 81.18000030517578, 76.80000305175781, 46.97999954223633, 178.3000030517578","11.079999923706055, 25.8799991607666, 16.6200008392334, 56.630001068115234, 30.520000457763672, 166.11000061035156, 562.8499755859375"
RML,3,2,1,132757,132.76,"33.5, 130.0, 503.6000061035156","115.5999984741211, 399.0, 344.8500061035156"
ROHLTD,4,1,3,38797,38.8,"169.4499969482422, 48.5, 88.75, 53.04999923706055","113.55000305175781, 33.349998474121094, 61.45000076293945, 169.10000610351562"
ROLEXRINGS,0,0,0,0,0.0,,
ROLLT,2,0,2,-21222,-21.22,"6.949999809265137, 1.350000023841858","4.75, 0.8999999761581421"
ROML,4,0,4,-38409,-38.41,"260.0, 250.0, 35.0, 28.0","195.0, 149.0, 21.0, 21.0"
ROSSARI,1,0,1,-7338,-7.34,984.5499877929688,727.1500244140625
ROSSELLIND,2,1,1,58936,58.94,"86.0, 61.25","62.150001525878906, 195.6999969482422"
ROTO,0,0,0,0,0.0,,
ROUTE,0,0,0,0,0.0,,
RPGLIFE,6,2,4,94798,94.8,"124.94999694824219, 66.55000305175781, 60.099998474121094, 362.95001220703125, 247.85000610351562, 204.9499969482422","90.0, 47.79999923706055, 186.35000610351562, 238.89999389648438, 165.89999389648438, 686.1500244140625"
RPOWER,5,1,4,53912,53.91,"95.5, 70.6500015258789, 50.45000076293945, 37.75, 2.299999952316284","70.94999694824219, 52.849998474121094, 36.099998474121094, 26.100000381469727, 8.649999618530273"
RPPINFRA,1,1,0,78030,78.03,41.42389678955078,146.3000030517578
RPPL,2,1,1,79232,79.23,"31.866666793823242, 21.66666603088379","16.66666603088379, 87.80000305175781"
